FIPS,CountyFIPS,StateAbbreviation,AreaTotal,TotalPopulation,White,BlackAfricanAmerican,AmericanIndianAlaskaNative,Asian ,NativeHawaiianOtherPacificIslander,SomeOtherRace,TwoOrMoreRaces,GEOID
US37145920500,37145,NC,68.42342,6946,5628,1011,0,23,0,65,219,37145920500
US37145920601,37145,NC,54.52367,5789,3740,1197,92,63,0,423,274,37145920601
US37145920602,37145,NC,47.59308,4982,3809,975,0,43,0,0,155,37145920602
US37147000100,37147,NC,1.284539,6499,4329,1899,71,10,0,80,110,37147000100
US37147000201,37147,NC,1.260402,4314,3129,992,0,93,0,33,67,37147000201
US37147000202,37147,NC,0.7199825,3009,2085,545,0,68,0,169,142,37147000202
US37147000301,37147,NC,1.192101,2940,2320,492,0,74,0,31,23,37147000301
US37147000302,37147,NC,2.953428,9012,5694,2552,0,114,0,409,243,37147000302
US37147000400,37147,NC,1.299374,7183,5364,1272,69,181,26,0,271,37147000400
US37147000501,37147,NC,2.666279,6414,3372,2719,0,249,0,0,74,37147000501
US37147000502,37147,NC,1.850258,7964,5494,1894,146,227,0,58,145,37147000502
US37147000601,37147,NC,4.865322,8471,2694,5107,49,99,0,278,244,37147000601
US37147000602,37147,NC,1.697129,6043,2032,3524,0,181,0,0,306,37147000602
US37147000603,37147,NC,5.54703,10647,5404,4539,0,206,0,2,496,37147000603
US37147000701,37147,NC,0.9909428,3248,857,2252,38,25,0,11,65,37147000701
US37147000702,37147,NC,1.023862,2910,352,2543,0,0,15,0,0,37147000702
US37147000800,37147,NC,10.94592,3270,713,2362,0,0,0,115,80,37147000800
US37147000900,37147,NC,82.23933,8102,4333,3136,21,0,0,529,83,37147000900
US37147001001,37147,NC,7.371031,2137,1463,489,0,12,0,73,100,37147001001
US37147001002,37147,NC,12.38036,6217,4452,1333,12,183,0,140,97,37147001002
US37147001003,37147,NC,5.164686,5851,4943,555,29,0,0,134,190,37147001003
US37147001100,37147,NC,60.76051,5236,3818,692,40,39,0,415,232,37147001100
US37147001200,37147,NC,70.07358,6454,4825,623,29,35,61,401,480,37147001200
US37147001301,37147,NC,6.48807,4089,2242,1579,0,128,0,41,99,37147001301
US37147001302,37147,NC,3.793248,5701,3235,2178,0,53,0,67,168,37147001302
US37147001303,37147,NC,8.672179,8006,5481,1270,0,732,0,342,181,37147001303
US37147001401,37147,NC,12.94143,4644,2507,1729,42,14,0,352,0,37147001401
US37147001402,37147,NC,25.44799,2647,1525,949,0,87,0,31,55,37147001402
US37147001500,37147,NC,18.98182,3328,2091,1100,8,0,0,99,30,37147001500
US37147001600,37147,NC,51.78015,8859,5311,2742,0,178,0,328,300,37147001600
US37147001700,37147,NC,29.23533,4644,2989,1133,0,116,0,226,180,37147001700
US37147001800,37147,NC,22.18131,6599,3673,2799,0,0,0,10,117,37147001800
US37147001900,37147,NC,61.9005,2485,1530,840,37,0,0,35,43,37147001900
US37147002001,37147,NC,19.78033,6324,1416,3416,0,12,0,1457,23,37147002001
US37147002002,37147,NC,118.0621,5186,2414,2669,0,0,0,81,22,37147002002
US37149920101,37149,NC,47.56199,3422,3031,369,0,0,0,9,13,37149920101
US37149920103,37149,NC,31.07003,3162,2867,228,0,0,0,40,27,37149920103
US37149920104,37149,NC,10.27972,3214,3009,23,0,11,6,46,119,37149920104
US37149920200,37149,NC,114.6585,4833,4160,180,0,104,0,389,0,37149920200
US37149920301,37149,NC,6.293977,1102,993,21,54,0,0,33,1,37149920301
US37149920303,37149,NC,11.10482,1960,1891,30,10,21,0,0,8,37149920303
US37149920304,37149,NC,17.47625,2864,2605,154,0,0,0,100,5,37149920304
US37151030100,37151,NC,3.779852,4695,3412,714,5,13,0,393,158,37151030100
US37151030201,37151,NC,1.563325,3317,2456,396,6,8,0,421,30,37151030201
US37151030202,37151,NC,7.222162,4694,3798,74,23,110,0,595,94,37151030202
US37151030301,37151,NC,4.928401,6291,4661,330,47,85,0,880,288,37151030301
US37151030302,37151,NC,4.208152,2735,1282,904,31,17,0,273,228,37151030302
US37151030400,37151,NC,4.473074,4256,2478,928,0,3,83,596,168,37151030400
US37151030502,37151,NC,13.33772,4306,3907,56,0,51,0,90,202,37151030502
US37151030503,37151,NC,42.68622,5499,5078,216,0,0,0,160,45,37151030503
US37151030504,37151,NC,53.94764,5972,5880,26,23,13,0,0,30,37151030504
US37151030600,37151,NC,32.51133,7531,6144,218,9,166,14,955,25,37151030600
US37151030700,37151,NC,140.5623,6503,6282,28,148,14,0,1,30,37151030700
US37151030801,37151,NC,36.32947,7326,6343,301,51,0,0,483,148,37151030801
US37151030802,37151,NC,77.73097,6319,5501,518,0,0,0,133,167,37151030802
US37151030900,37151,NC,84.7198,4009,3664,241,15,6,0,0,83,37151030900
US37151031000,37151,NC,57.57843,7449,5793,774,65,37,0,474,306,37151031000
US37151031100,37151,NC,37.5508,6360,5037,397,20,0,0,837,69,37151031100
US37151031200,37151,NC,35.25501,4940,3583,600,20,10,0,614,113,37151031200
US37151031303,37151,NC,9.307796,4369,4317,6,0,6,0,40,0,37151031303
US37151031304,37151,NC,25.99373,4971,4397,249,21,0,0,203,101,37151031304
US37151031305,37151,NC,16.39821,3683,3259,145,0,131,0,113,35,37151031305
US37151031306,37151,NC,41.65495,6919,6616,0,41,0,0,262,0,37151031306
US37151031400,37151,NC,14.52772,8349,6650,383,89,36,0,838,353,37151031400
US37151031501,37151,NC,15.39222,5631,5419,11,8,28,0,117,48,37151031501
US37151031503,37151,NC,1.392862,3217,2410,430,0,26,0,166,185,37151031503
US37151031504,37151,NC,4.495392,5078,4300,321,0,419,0,18,20,37151031504
US37151031505,37151,NC,11.87627,3272,2918,100,0,98,0,11,145,37151031505
US37151031601,37151,NC,9.535818,4120,3465,197,0,222,10,185,41,37151031601
US37151031602,37151,NC,1.004319,1307,920,56,49,238,0,44,0,37151031602
US37153970100,37153,NC,95.924,4315,2653,1382,82,61,0,70,67,37153970100
US37153970200,37153,NC,179.7794,5095,3459,1103,5,145,0,290,93,37153970200
US37153970300,37153,NC,39.79846,4027,3059,774,118,0,0,0,76,37153970300
US37153970400,37153,NC,7.553107,3862,2369,1244,5,99,0,27,118,37153970400
US37153970500,37153,NC,1.619599,2406,1249,1065,53,0,0,16,23,37153970500
US37153970600,37153,NC,6.537208,4054,2242,1612,30,54,0,0,116,37153970600
US37153970700,37153,NC,3.186906,2778,2152,507,23,1,0,33,62,37153970700
US37153970800,37153,NC,54.5937,4589,2623,1711,183,0,0,0,72,37153970800
US37153970900,37153,NC,9.054869,4929,3412,1074,193,76,24,25,125,37153970900
US37153971000,37153,NC,19.04207,4516,2140,2256,67,0,0,13,40,37153971000
US37153971100,37153,NC,62.6135,4426,2427,1616,316,0,0,0,67,37153971100
US37155960101,37155,NC,26.16983,4123,1884,850,479,0,0,813,97,37155960101
US37155960102,37155,NC,32.15343,5099,2520,978,579,68,0,792,162,37155960102
US37155960201,37155,NC,46.35415,4940,2287,1410,834,3,0,301,105,37155960201
US37155960202,37155,NC,30.6149,4379,848,524,2431,0,0,481,95,37155960202
US37155960300,37155,NC,23.81051,6428,1434,2449,1792,0,0,585,168,37155960300
US37155960401,37155,NC,57.21947,7197,284,334,6388,0,0,48,143,37155960401
US37155960402,37155,NC,30.73333,4044,458,290,2932,0,11,271,82,37155960402
US37155960501,37155,NC,12.17471,3517,183,247,2889,51,0,65,82,37155960501
US37155960502,37155,NC,6.66796,4683,928,1372,2139,52,0,99,93,37155960502
US37155960503,37155,NC,10.3031,1838,218,41,1520,16,0,0,43,37155960503
US37155960600,37155,NC,27.21959,6794,673,856,4824,35,0,239,167,37155960600
US37155960701,37155,NC,29.52646,6120,1610,314,3459,60,12,450,215,37155960701
US37155960702,37155,NC,9.330446,3265,1024,308,1613,56,0,181,83,37155960702
US37155960801,37155,NC,10.18175,3352,538,2138,547,22,0,85,22,37155960801
US37155960802,37155,NC,4.969258,1475,156,1146,95,0,0,59,19,37155960802
US37155960900,37155,NC,0.8716233,2082,1196,473,124,18,0,191,80,37155960900
US37155961000,37155,NC,1.336093,1991,946,639,276,0,0,70,60,37155961000
US37155961100,37155,NC,3.49291,2237,729,650,419,19,0,333,87,37155961100
US37155961200,37155,NC,1.047742,3236,1647,944,525,0,0,101,19,37155961200
US37155961301,37155,NC,16.88636,4840,2663,771,915,209,0,114,168,37155961301
US37155961302,37155,NC,5.876355,5617,1998,2096,576,30,0,712,205,37155961302
US37155961400,37155,NC,62.17043,4060,2196,771,754,0,0,263,76,37155961400
US37155961500,37155,NC,75.11114,5041,2752,603,1400,0,0,239,47,37155961500
US37155961601,37155,NC,30.54425,4313,1833,1387,721,0,0,361,11,37155961601
US37155961602,37155,NC,89.63129,4030,1794,1126,861,67,0,116,66,37155961602
US37155961700,37155,NC,34.80851,5035,1513,2257,1029,0,0,96,140,37155961700
US37155961801,37155,NC,40.1445,5687,309,590,4719,0,0,0,69,37155961801
US37155961802,37155,NC,66.50993,5418,666,1255,3278,71,0,132,16,37155961802
US37155961900,37155,NC,80.89498,4939,1005,2133,1543,0,0,197,61,37155961900
US37155962001,37155,NC,15.50168,3506,424,1780,1225,10,11,0,56,37155962001
US37155962002,37155,NC,66.98018,3310,380,853,1977,11,0,57,32,37155962002
US37157040101,37157,NC,49.95864,3877,2894,765,0,0,0,140,78,37157040101
US37157040102,37157,NC,38.5477,2680,1690,845,0,0,0,1,144,37157040102
US37157040200,37157,NC,15.90304,3754,2451,709,0,8,0,358,228,37157040200
US37157040300,37157,NC,5.9512,3649,2848,611,0,154,15,0,21,37157040300
US37157040400,37157,NC,8.34002,6087,4226,1386,99,101,0,234,41,37157040400
US37157040501,37157,NC,9.540313,3541,2444,939,5,10,0,0,143,37157040501
US37157040502,37157,NC,3.736031,2937,2176,660,0,73,7,0,21,37157040502
US37157040601,37157,NC,40.48473,4058,3526,459,0,6,0,25,42,37157040601
US37157040602,37157,NC,34.81088,4364,3846,425,0,0,0,56,37,37157040602
US37157040700,37157,NC,41.68522,4454,3796,352,0,0,0,202,104,37157040700
US37157040800,37157,NC,2.854537,1583,1004,421,9,5,0,24,120,37157040800
US37157040900,37157,NC,4.969138,2631,2179,395,0,34,0,4,19,37157040900
US37157041001,37157,NC,43.07087,5898,4768,278,60,0,0,792,0,37157041001
US37157041002,37157,NC,60.42322,5700,5135,398,0,53,0,104,10,37157041002
US37157041100,37157,NC,51.17825,6785,5854,724,9,5,0,65,128,37157041100
US37157041200,37157,NC,6.661033,4841,1952,2453,72,32,0,73,259,37157041200
US37157041300,37157,NC,60.85881,6150,4018,1564,115,0,0,224,229,37157041300
US37157041400,37157,NC,7.311763,2953,1951,840,0,12,0,0,150,37157041400
US37157041500,37157,NC,10.66673,7188,5168,1811,0,0,0,71,138,37157041500
US37157041601,37157,NC,30.50426,3333,2705,442,57,14,0,10,105,37157041601
US37157041602,37157,NC,45.30357,4614,4071,262,1,28,0,97,155,37157041602
US37159050201,37159,NC,4.938297,4236,2655,1510,0,0,0,13,58,37159050201
US37159050202,37159,NC,4.72018,5346,3205,1812,0,71,0,128,130,37159050202
US37159050300,37159,NC,1.20037,3526,2241,1164,0,2,0,70,49,37159050300
US37159050400,37159,NC,1.323974,2870,453,2017,5,6,0,22,367,37159050400
US37159050500,37159,NC,2.53733,3704,2310,1237,0,16,0,18,123,37159050500
US37159050700,37159,NC,4.049667,3222,1710,1224,0,33,0,160,95,37159050700
US37159050800,37159,NC,7.479905,2633,746,1711,4,0,0,172,0,37159050800
US37159050901,37159,NC,37.22863,4706,4452,85,0,0,0,0,169,37159050901
US37159050903,37159,NC,29.36386,5977,5299,330,183,97,0,0,68,37159050903
US37159050904,37159,NC,51.45749,2451,2425,5,0,0,0,0,21,37159050904
US37159051001,37159,NC,24.23429,7759,7416,100,21,0,0,65,157,37159051001
US37159051002,37159,NC,8.871988,5810,5478,270,0,0,0,31,31,37159051002
US37159051101,37159,NC,26.37392,5905,5822,11,31,0,0,0,41,37159051101
US37159051102,37159,NC,13.08304,3452,2992,132,0,36,0,269,23,37159051102
US37159051201,37159,NC,10.37534,5942,4514,975,26,63,12,164,188,37159051201
US37159051202,37159,NC,11.75757,3445,2438,346,17,112,0,515,17,37159051202
US37159051204,37159,NC,5.344481,3687,2378,551,14,164,12,464,104,37159051204
US37159051301,37159,NC,13.51247,2199,1772,251,0,12,0,22,142,37159051301
US37159051302,37159,NC,16.27283,4604,3607,818,16,12,0,50,101,37159051302
US37159051303,37159,NC,5.37989,5850,3370,2284,0,0,0,196,0,37159051303
US37159051400,37159,NC,11.85376,8273,6142,718,0,234,0,777,402,37159051400
US37159051501,37159,NC,2.394726,3951,2369,605,0,45,0,738,194,37159051501
US37159051502,37159,NC,5.51369,3440,3169,12,0,0,0,234,25,37159051502
US37159051600,37159,NC,9.190328,6784,4635,1743,117,169,0,120,0,37159051600
US37159051700,37159,NC,17.12301,8022,7318,144,5,96,7,82,370,37159051700
US37159051801,37159,NC,20.14131,4870,4475,37,47,0,0,283,28,37159051801
US37159051802,37159,NC,33.37111,4625,4255,140,0,29,0,50,151,37159051802
US37159051901,37159,NC,64.20529,4505,3937,408,0,23,0,27,110,37159051901
US37159051902,37159,NC,79.60056,6131,4837,990,0,0,0,154,150,37159051902
US37159052000,37159,NC,1.025506,2371,1170,1047,37,8,0,25,84,37159052000
US37161960100,37161,NC,170.9884,7420,6981,432,0,0,0,0,7,37161960100
US37161960200,37161,NC,110.2909,7052,6443,406,58,15,0,0,130,37161960200
US37161960300,37161,NC,64.70818,2772,2576,82,6,21,6,12,69,37161960300
US37161960400,37161,NC,27.236,3685,3348,147,0,0,0,111,79,37161960400
US37161960500,37161,NC,20.62063,7282,6432,548,66,0,0,17,219,37161960500
US37161960600,37161,NC,6.556859,3821,2556,1187,0,0,10,3,65,37161960600
US37161960700,37161,NC,12.74037,4027,3047,811,31,89,0,6,43,37161960700
US37161960800,37161,NC,5.375852,4649,2852,1394,0,0,0,297,106,37161960800
US37161960900,37161,NC,14.08492,5725,5042,254,0,154,0,23,252,37161960900
US37161961000,37161,NC,43.10314,6521,5860,470,110,3,0,13,65,37161961000
US37161961101,37161,NC,23.7665,5768,5195,466,27,0,0,0,80,37161961101
US37161961102,37161,NC,23.44721,3248,3060,89,0,0,0,49,50,37161961102
US37161961200,37161,NC,44.3304,4629,4398,69,0,0,0,19,143,37161961200
US37163970100,37163,NC,159.0017,7110,3967,1803,1,14,0,1148,177,37163970100
US37163970200,37163,NC,116.9785,6796,4571,1120,135,140,0,561,269,37163970200
US37163970301,37163,NC,59.41692,6071,4665,1029,0,17,0,115,245,37163970301
US37163970302,37163,NC,72.95853,5350,3951,642,70,30,0,583,74,37163970302
US37163970400,37163,NC,57.82219,4570,3481,750,106,0,0,66,167,37163970400
US37163970500,37163,NC,78.45412,5949,3762,1387,229,15,0,283,273,37163970500
US37163970600,37163,NC,14.13301,4681,2457,1759,107,57,0,121,180,37163970600
US37163970700,37163,NC,32.50238,7316,4255,1993,194,35,0,764,75,37163970700
US37163970800,37163,NC,52.80865,6944,3975,2102,316,48,0,322,181,37163970800
US37163970900,37163,NC,108.0767,3538,2284,1135,1,0,0,102,16,37163970900
US37163971000,37163,NC,195.4506,5060,2423,2360,7,0,0,221,49,37163971000
US37165010101,37165,NC,5.953388,3410,2135,640,381,16,0,158,80,37165010101
US37165010102,37165,NC,8.5543,4861,2510,1825,191,185,0,59,91,37165010102
US37165010200,37165,NC,7.423013,4123,782,2945,309,0,0,20,67,37165010200
US37165010300,37165,NC,9.440491,4575,1452,2418,400,34,0,218,53,37165010300
US37165010400,37165,NC,55.86984,4495,1854,1403,977,18,9,41,193,37165010400
US37165010500,37165,NC,62.93652,7028,4088,1796,940,0,0,0,204,37165010500
US37165010600,37165,NC,170.4464,6584,2496,2633,973,31,0,321,130,37165010600
US37167930101,37167,NC,49.36909,4744,4149,202,0,275,0,36,82,37167930101
US37167930102,37167,NC,34.40224,3856,3249,414,13,114,0,7,59,37167930102
US37167930200,37167,NC,31.98889,4458,3342,921,7,68,0,31,89,37167930200
US37167930300,37167,NC,9.451638,4222,3175,368,161,319,0,12,187,37167930300
US37167930500,37167,NC,9.834617,3357,2469,522,0,0,0,231,135,37167930500
US37167930700,37167,NC,48.81396,5065,5017,4,38,0,0,0,6,37167930700
US37167930801,37167,NC,23.5808,4664,4532,68,4,0,0,0,60,37167930801
US37167930802,37167,NC,31.05655,4735,4406,218,7,0,0,56,48,37167930802
US37167930900,37167,NC,44.00468,5915,5549,314,4,20,8,12,8,37167930900
US37167931000,37167,NC,66.76681,5922,5311,286,7,219,0,0,99,37167931000
US37167931100,37167,NC,42.65305,5656,4070,1212,0,89,0,51,234,37167931100
US37167931201,37167,NC,3.123613,5821,3454,2130,0,0,0,123,114,37167931201
US37167931202,37167,NC,9.825902,3173,2779,341,41,0,0,0,12,37167931202
US37169070100,37169,NC,109.3864,6039,5348,467,42,135,0,0,47,37169070100
US37169070200,37169,NC,75.28577,3273,3195,20,16,7,0,1,34,37169070200
US37169070300,37169,NC,92.05861,4359,4112,143,41,0,0,40,23,37169070300
US37169070400,37169,NC,41.15644,5706,5591,8,0,10,0,58,39,37169070400
US37169070501,37169,NC,12.169,6374,6203,64,29,0,0,24,54,37169070501
US37169070503,37169,NC,10.79157,6063,5513,219,15,0,0,109,207,37169070503
US37169070504,37169,NC,15.44105,3430,3329,50,8,0,0,42,1,37169070504
US37169070600,37169,NC,53.12819,5193,4893,272,0,15,0,0,13,37169070600
US37169070700,37169,NC,46.38601,5344,4406,666,40,0,0,18,214,37169070700
US37171930101,37171,NC,21.21477,1904,1789,109,0,0,0,0,6,37171930101
US37171930102,37171,NC,37.15355,4559,4184,3,0,0,0,278,94,37171930102
US37171930201,37171,NC,14.72037,3178,2827,259,0,24,0,63,5,37171930201
US37171930202,37171,NC,11.77134,3246,3181,38,0,0,15,0,12,37171930202
US37171930301,37171,NC,6.220104,2110,1621,288,50,22,0,98,31,37171930301
US37171930302,37171,NC,2.347619,3597,3127,366,5,0,0,14,85,37171930302
US37171930400,37171,NC,1.434926,2535,2130,234,65,0,13,30,63,37171930400
US37171930501,37171,NC,6.882404,2703,2388,26,0,54,0,99,136,37171930501
US37171930502,37171,NC,5.811007,3433,3109,178,0,62,0,39,45,37171930502
US37171930600,37171,NC,15.98606,3134,2934,186,0,0,0,0,14,37171930600
US37171930700,37171,NC,28.04618,4047,3773,68,9,45,58,57,37,37171930700
US37171930801,37171,NC,92.94045,5038,4945,9,18,0,0,26,40,37171930801
US37171930802,37171,NC,55.2386,3021,2885,2,8,13,0,49,64,37171930802
US37171930901,37171,NC,8.675346,4217,3595,179,6,63,0,305,69,37171930901
US37171930902,37171,NC,16.91607,1675,1385,188,0,19,0,63,20,37171930902
US37171931001,37171,NC,20.5943,2449,2305,21,0,0,0,107,16,37171931001
US37171931002,37171,NC,33.62228,5025,4195,210,8,47,0,487,78,37171931002
US37171931003,37171,NC,32.18262,3323,2868,45,0,9,49,352,0,37171931003
US37171931101,37171,NC,23.37316,2909,2781,0,0,0,0,52,76,37171931101
US37171931102,37171,NC,54.45473,3989,3785,80,12,34,0,48,30,37171931102
US37171931103,37171,NC,25.82239,1859,1838,7,0,0,0,4,10,37171931103
US37171931200,37171,NC,22.32528,4020,3713,187,66,23,0,0,31,37171931200
US37173940100,37173,NC,38.31415,4870,1190,48,3397,40,0,76,119,37173940100
US37173960200,37173,NC,14.60354,3076,2751,1,230,0,4,24,66,37173960200
US37173960301,37173,NC,84.35226,2989,2629,4,224,0,0,26,106,37173960301
US37173960302,37173,NC,63.75405,3325,2577,14,417,14,0,0,303,37173960302
US37173980200,37173,NC,339.2205,0,0,0,0,0,0,0,0,37173980200
US37175960100,37175,NC,62.25941,4869,4441,278,1,10,0,100,39,37175960100
US37175960200,37175,NC,28.62785,4687,3669,848,35,3,0,3,129,37175960200
US37175960300,37175,NC,10.77817,7921,7339,277,4,0,0,161,140,37175960300
US37175960401,37175,NC,24.0949,4422,4159,170,0,0,0,0,93,37175960401
US37175960402,37175,NC,61.581,4686,4584,7,7,15,17,0,56,37175960402
US37175960500,37175,NC,117.5226,4658,4359,32,26,0,0,239,2,37175960500
US37175960600,37175,NC,75.45991,2532,2382,0,26,19,0,105,0,37175960600
US37177960100,37177,NC,597.1759,4095,2268,1521,37,18,0,169,82,37177960100
US37179020100,37179,NC,86.36538,6771,6320,154,40,0,0,209,48,37179020100
US37179020202,37179,NC,31.02598,7505,7032,381,0,0,0,0,92,37179020202
US37179020203,37179,NC,12.03661,4137,3523,385,0,115,0,35,79,37179020203
US37179020204,37179,NC,40.50975,4202,4156,21,12,0,0,13,0,37179020204
US37179020305,37179,NC,6.817979,6935,6105,577,0,107,0,45,101,37179020305
US37179020306,37179,NC,4.830701,7833,6307,881,42,38,0,359,206,37179020306
US37179020307,37179,NC,8.127527,6816,5621,656,0,0,6,303,230,37179020307
US37179020308,37179,NC,9.176585,5843,4773,631,0,228,0,13,198,37179020308
US37179020309,37179,NC,1.545629,2163,2003,99,0,26,0,7,28,37179020309
US37179020310,37179,NC,2.416174,6142,5199,696,0,117,0,0,130,37179020310
US37179020311,37179,NC,4.345722,8036,6653,657,64,336,18,202,106,37179020311
US37179020312,37179,NC,4.968874,4578,3612,548,0,92,0,126,200,37179020312
US37179020313,37179,NC,1.911623,2159,1999,39,0,38,3,0,80,37179020313
US37179020314,37179,NC,2.031523,4936,3910,378,7,414,0,112,115,37179020314
US37179020315,37179,NC,4.332463,4953,4766,142,0,0,0,0,45,37179020315
US37179020316,37179,NC,3.63314,4715,3688,356,88,184,0,53,346,37179020316
US37179020317,37179,NC,2.750499,6654,5123,724,32,315,52,144,264,37179020317
US37179020401,37179,NC,11.03279,5769,4907,616,39,46,0,57,104,37179020401
US37179020403,37179,NC,6.817549,4705,3698,770,49,0,18,97,73,37179020403
US37179020404,37179,NC,3.860784,7071,4167,2536,22,40,0,37,269,37179020404
US37179020501,37179,NC,4.307881,5517,3530,1522,21,81,0,231,132,37179020501
US37179020502,37179,NC,7.292286,3789,2664,853,26,32,0,193,21,37179020502
US37179020601,37179,NC,13.35647,4926,3447,1225,0,4,0,237,13,37179020601
US37179020602,37179,NC,8.696229,4996,3434,1110,0,14,0,342,96,37179020602
US37179020701,37179,NC,13.94413,5730,3481,1834,0,110,0,154,151,37179020701
US37179020702,37179,NC,28.0458,4214,3081,927,7,0,0,69,130,37179020702
US37179020800,37179,NC,53.85797,5558,3809,1608,0,21,0,20,100,37179020800
US37179020901,37179,NC,79.25136,5431,4794,349,0,81,0,142,65,37179020901
US37179020902,37179,NC,54.18022,7006,6157,280,0,16,0,163,390,37179020902
US37179021004,37179,NC,8.896935,6893,5893,642,12,185,0,0,161,37179021004
US37179021005,37179,NC,27.96614,4739,4204,389,27,0,0,75,44,37179021005
US37179021006,37179,NC,3.322397,5832,5269,60,7,368,3,0,125,37179021006
US37179021007,37179,NC,5.690866,6711,4878,491,0,1046,0,48,248,37179021007
US37179021008,37179,NC,8.191801,10069,7614,867,0,1335,0,119,134,37179021008
US37179021009,37179,NC,3.622011,3963,2861,587,7,329,0,70,109,37179021009
US37179021010,37179,NC,13.0414,8125,7040,364,0,496,0,115,110,37179021010
US37179021011,37179,NC,8.988516,6862,5707,616,26,440,0,0,73,37179021011
US37179021012,37179,NC,6.493368,5313,4967,123,0,58,0,39,126,37179021012
US37179021013,37179,NC,5.000139,5849,4772,733,23,16,0,80,225,37179021013
US37179021014,37179,NC,7.441422,2664,2252,349,0,13,0,0,50,37179021014
US37179021015,37179,NC,29.51941,4943,4338,278,0,248,0,0,79,37179021015
US37181960100,37181,NC,50.07121,4051,2173,1774,0,0,0,2,102,37181960100
US37181960200,37181,NC,71.8343,4015,1812,2071,12,33,0,0,87,37181960200
US37181960300,37181,NC,44.44011,5127,3278,1532,5,0,0,83,229,37181960300
US37181960400,37181,NC,3.713343,4240,2043,1913,0,212,0,9,63,37181960400
US37181960500,37181,NC,2.389674,4379,967,3329,0,0,0,33,50,37181960500
US37181960600,37181,NC,2.941943,1545,221,977,124,0,0,200,23,37181960600
US37181960700,37181,NC,1.265067,4206,456,3595,41,0,25,8,81,37181960700
US37181960800,37181,NC,3.518126,2338,615,1291,75,0,0,328,29,37181960800
US37181960900,37181,NC,36.2794,8840,4343,3579,197,74,0,309,338,37181960900
US37181961000,37181,NC,52.23228,5738,3053,2105,197,0,0,314,69,37181961000
US37183050100,37183,NC,0.8279954,4251,2986,1016,16,92,0,11,130,37183050100
US37183050300,37183,NC,0.4015903,3350,2888,304,0,75,0,19,64,37183050300
US37183050400,37183,NC,0.7127732,2045,1539,333,0,138,0,0,35,37183050400
US37183050500,37183,NC,1.301869,3690,2840,551,11,92,48,116,32,37183050500
US37183050600,37183,NC,0.6311222,3645,1445,1994,10,85,0,42,69,37183050600
US37183050700,37183,NC,0.7429162,3142,858,2159,0,5,0,36,84,37183050700
US37183050800,37183,NC,0.8598862,4090,1245,2558,85,7,0,27,168,37183050800
US37183050900,37183,NC,0.7308462,3193,859,2175,0,58,0,70,31,37183050900
US37183051000,37183,NC,0.3757434,2576,2086,283,0,83,0,1,123,37183051000
US37183051101,37183,NC,0.6315296,5363,3828,992,11,367,0,112,53,37183051101
US37183051102,37183,NC,0.6713495,4977,3660,829,33,274,0,128,53,37183051102
US37183051200,37183,NC,0.7231138,4805,4326,203,0,182,0,20,74,37183051200
US37183051400,37183,NC,1.118291,4937,4336,372,0,80,47,58,44,37183051400
US37183051501,37183,NC,1.485576,3498,3322,94,0,55,0,10,17,37183051501
US37183051502,37183,NC,1.03307,2101,1985,0,6,92,0,11,7,37183051502
US37183051600,37183,NC,1.523447,4909,4746,69,0,23,0,33,38,37183051600
US37183051700,37183,NC,1.895074,3360,3268,37,0,30,0,0,25,37183051700
US37183051800,37183,NC,1.457594,4563,4278,192,16,0,0,0,77,37183051800
US37183051900,37183,NC,1.720815,5216,1993,3072,0,49,0,61,41,37183051900
US37183052001,37183,NC,1.312894,4323,909,2849,6,57,0,336,166,37183052001
US37183052002,37183,NC,1.497478,5931,1072,4460,21,50,0,270,58,37183052002
US37183052101,37183,NC,2.92994,9240,2137,6582,31,101,0,109,280,37183052101
US37183052102,37183,NC,1.667719,6960,1095,5308,9,112,0,219,217,37183052102
US37183052301,37183,NC,1.694929,6438,3722,1571,0,988,0,25,132,37183052301
US37183052302,37183,NC,3.808578,9657,5928,2365,41,797,0,227,299,37183052302
US37183052401,37183,NC,5.052982,5892,4533,875,39,238,0,103,104,37183052401
US37183052404,37183,NC,1.267009,4736,3483,183,26,934,0,20,90,37183052404
US37183052406,37183,NC,1.506909,7507,3994,1654,110,565,0,1068,116,37183052406
US37183052407,37183,NC,1.396663,4291,2564,1252,0,245,0,175,55,37183052407
US37183052408,37183,NC,0.4048482,3586,1814,1094,95,256,0,272,55,37183052408
US37183052409,37183,NC,0.426502,4286,2497,500,40,1092,0,83,74,37183052409
US37183052503,37183,NC,3.062766,7085,5474,923,57,205,0,204,222,37183052503
US37183052504,37183,NC,2.285653,6774,5399,496,3,336,0,341,199,37183052504
US37183052505,37183,NC,1.320863,5296,3746,373,18,301,0,753,105,37183052505
US37183052506,37183,NC,1.118113,2677,2323,260,0,78,0,0,16,37183052506
US37183052507,37183,NC,1.04093,3223,2407,520,0,48,0,197,51,37183052507
US37183052601,37183,NC,1.280758,3410,3090,125,7,69,0,0,119,37183052601
US37183052602,37183,NC,1.310473,4699,4083,323,0,174,0,26,93,37183052602
US37183052603,37183,NC,1.198714,2865,2618,99,0,68,0,0,80,37183052603
US37183052701,37183,NC,2.636655,6389,3374,922,0,225,0,1776,92,37183052701
US37183052704,37183,NC,1.140277,6420,1653,2463,22,110,0,1846,326,37183052704
US37183052705,37183,NC,1.788945,4960,2360,1780,0,305,0,303,212,37183052705
