FIPS,CountyFIPS,StateAbbreviation,AreaTotal,TotalPopulation,White,BlackAfricanAmerican,AmericanIndianAlaskaNative,Asian ,NativeHawaiianOtherPacificIslander,SomeOtherRace,TwoOrMoreRaces,GEOID
US37001020100,37001,NC,1.741972,4058,2474,1157,13,72,0,265,77,37001020100
US37001020200,37001,NC,1.333919,4093,2123,1197,36,182,0,480,75,37001020200
US37001020300,37001,NC,4.395534,7400,3342,2138,0,0,0,1709,211,37001020300
US37001020400,37001,NC,4.566144,6746,1321,3980,0,0,11,1342,92,37001020400
US37001020501,37001,NC,2.786195,3819,2907,507,0,55,0,318,32,37001020501
US37001020502,37001,NC,2.113033,4012,1633,1431,0,93,0,605,250,37001020502
US37001020601,37001,NC,2.168847,3113,3015,29,0,17,5,7,40,37001020601
US37001020602,37001,NC,1.091434,2638,2488,98,0,24,0,13,15,37001020602
US37001020701,37001,NC,2.631689,4973,4115,587,18,14,22,31,186,37001020701
US37001020702,37001,NC,2.931823,4941,2830,1548,0,0,0,537,26,37001020702
US37001020801,37001,NC,4.651721,1661,1169,293,2,56,0,80,61,37001020801
US37001020802,37001,NC,1.838323,5915,2389,2221,0,107,0,1154,44,37001020802
US37001020901,37001,NC,3.075084,3406,2322,431,0,111,14,422,106,37001020901
US37001020902,37001,NC,4.038971,3459,2864,419,0,0,0,133,43,37001020902
US37001021000,37001,NC,1.29345,3999,1738,1459,27,17,0,557,201,37001021000
US37001021101,37001,NC,3.142529,2718,1694,814,47,13,0,119,31,37001021101
US37001021102,37001,NC,4.243095,3369,2107,822,23,26,0,257,134,37001021102
US37001021201,37001,NC,14.41276,5565,3159,1500,6,3,3,738,156,37001021201
US37001021204,37001,NC,12.9896,4976,3793,770,39,0,0,169,205,37001021204
US37001021205,37001,NC,4.549739,6830,4393,1906,0,253,0,95,183,37001021205
US37001021206,37001,NC,5.038638,5029,3318,1358,10,0,0,0,343,37001021206
US37001021207,37001,NC,4.937706,3476,2848,262,15,40,0,251,60,37001021207
US37001021300,37001,NC,53.6423,6018,3982,1694,35,48,4,154,101,37001021300
US37001021400,37001,NC,26.91372,2748,2483,133,7,0,0,125,0,37001021400
US37001021500,37001,NC,36.20787,4760,4127,365,9,0,0,85,174,37001021500
US37001021600,37001,NC,13.14868,7553,6130,883,11,183,0,53,293,37001021600
US37001021701,37001,NC,1.666205,3432,3036,320,5,54,0,17,0,37001021701
US37001021702,37001,NC,2.138692,6911,6051,472,0,170,0,122,96,37001021702
US37001021703,37001,NC,9.937943,6408,4346,911,30,940,4,40,137,37001021703
US37001021801,37001,NC,32.02208,4858,4395,296,40,0,0,23,104,37001021801
US37001021802,37001,NC,28.27262,3743,3519,106,0,13,3,9,93,37001021802
US37001021803,37001,NC,37.16876,3246,2989,129,33,0,0,50,45,37001021803
US37001021901,37001,NC,21.91961,4819,4425,181,42,17,0,61,93,37001021901
US37001021902,37001,NC,47.89962,4139,3267,682,16,0,0,72,102,37001021902
US37001022001,37001,NC,11.79963,4044,3382,476,13,94,0,69,10,37001022001
US37001022002,37001,NC,21.53013,4449,3779,351,191,0,0,30,98,37001022002
US37003040100,37003,NC,60.05129,3167,2930,142,0,0,0,0,95,37003040100
US37003040200,37003,NC,65.93095,3910,3527,173,10,0,0,139,61,37003040200
US37003040300,37003,NC,28.30836,3164,3054,60,0,0,0,0,50,37003040300
US37003040400,37003,NC,20.02003,6761,4986,1103,89,86,0,267,230,37003040400
US37003040500,37003,NC,43.43939,7016,6009,77,0,0,0,894,36,37003040500
US37003040600,37003,NC,28.87409,6372,5503,618,39,180,0,10,22,37003040600
US37003040700,37003,NC,17.00805,6823,6613,0,0,123,0,72,15,37003040700
US37005950100,37005,NC,91.94021,4117,4051,12,0,10,0,12,32,37005950100
US37005950200,37005,NC,30.19605,3711,3426,146,42,40,1,43,13,37005950200
US37005950300,37005,NC,113.7012,3180,3024,109,0,0,0,34,13,37005950300
US37007920100,37007,NC,106.008,3031,1427,1468,0,0,0,0,136,37007920100
US37007920200,37007,NC,68.6574,1881,879,926,13,63,0,0,0,37007920200
US37007920300,37007,NC,122.48,7496,5215,2005,45,60,15,20,136,37007920300
US37007920400,37007,NC,41.05542,3175,545,2620,0,0,0,0,10,37007920400
US37007920500,37007,NC,35.55663,5566,2003,3389,8,136,0,0,30,37007920500
US37007920600,37007,NC,163.3421,3753,1823,1686,0,72,0,117,55,37007920600
US37009970200,37009,NC,54.80626,2958,2859,21,4,0,4,0,70,37009970200
US37009970300,37009,NC,82.90041,2573,2530,0,17,0,0,0,26,37009970300
US37009970400,37009,NC,32.44885,5029,4767,45,0,61,0,42,114,37009970400
US37009970500,37009,NC,41.96539,5839,5410,104,54,7,11,187,66,37009970500
US37009970700,37009,NC,92.5128,5230,4980,27,35,35,0,60,93,37009970700
US37009970800,37009,NC,123.5516,5234,5082,0,0,17,11,86,38,37009970800
US37011930100,37011,NC,35.98283,3570,3231,66,19,20,4,172,58,37011930100
US37011930200,37011,NC,79.68784,2348,2288,40,1,18,0,0,1,37011930200
US37011930301,37011,NC,35.43748,3252,3215,27,0,0,0,0,10,37011930301
US37011930302,37011,NC,43.61481,2566,2512,5,23,6,0,0,20,37011930302
US37011930400,37011,NC,52.78685,5770,4863,555,188,33,0,48,83,37011930400
US37013930100,37013,NC,201.5727,4981,3365,1482,9,0,0,0,125,37013930100
US37013930200,37013,NC,143.988,6572,5069,1431,0,1,0,19,52,37013930200
US37013930300,37013,NC,4.233809,3714,2065,1620,0,0,0,1,28,37013930300
US37013930400,37013,NC,5.833224,4724,2393,1991,114,0,0,75,151,37013930400
US37013930501,37013,NC,10.16325,4435,3662,760,1,2,0,0,10,37013930501
US37013930502,37013,NC,19.39164,3866,3091,619,0,0,0,112,44,37013930502
US37013930600,37013,NC,70.87813,3174,2993,109,0,14,0,0,58,37013930600
US37013930700,37013,NC,124.8943,2552,2438,96,0,15,0,0,3,37013930700
US37013930800,37013,NC,170.6179,2628,1385,1017,0,20,0,37,169,37013930800
US37013930900,37013,NC,143.3108,4297,3341,871,0,0,0,0,85,37013930900
US37013931000,37013,NC,67.96426,6225,4167,1786,0,0,0,161,111,37013931000
US37015960100,37015,NC,180.8039,5616,2856,2703,17,2,1,21,16,37015960100
US37015960200,37015,NC,128.4064,3953,1268,2561,0,22,0,84,18,37015960200
US37015960300,37015,NC,204.5111,3276,557,2603,0,3,0,42,71,37015960300
US37015960400,37015,NC,227.5742,6535,2149,4066,121,124,0,9,66,37015960400
US37017950100,37017,NC,322.4421,5080,3552,980,108,17,0,386,37,37017950100
US37017950200,37017,NC,142.2744,3099,1994,881,0,0,0,207,17,37017950200
US37017950300,37017,NC,88.96672,6549,3954,1887,69,33,0,519,87,37017950300
US37017950400,37017,NC,53.65805,6281,2700,3353,28,0,0,182,18,37017950400
US37017950500,37017,NC,84.58817,6646,5042,1463,19,0,0,36,86,37017950500
US37017950600,37017,NC,195.6803,5752,2018,3030,626,0,0,4,74,37017950600
US37019020101,37019,NC,31.20536,2554,1085,1089,88,20,0,186,86,37019020101
US37019020102,37019,NC,14.52591,5186,3993,575,0,14,0,183,421,37019020102
US37019020103,37019,NC,17.43009,8929,7830,655,0,223,0,153,68,37019020103
US37019020104,37019,NC,9.559766,5816,3554,1539,109,0,0,501,113,37019020104
US37019020201,37019,NC,3.638572,4564,3106,874,97,192,0,125,170,37019020201
US37019020202,37019,NC,91.40987,9327,7818,770,0,48,0,34,657,37019020202
US37019020203,37019,NC,24.57185,2748,2256,337,99,0,6,41,9,37019020203
US37019020204,37019,NC,55.82139,6847,5510,329,32,0,0,696,280,37019020204
US37019020303,37019,NC,23.80225,4029,3744,173,87,25,0,0,0,37019020303
US37019020304,37019,NC,13.65867,8049,7928,25,79,0,0,0,17,37019020304
US37019020305,37019,NC,4.972823,2795,2471,263,0,0,0,13,48,37019020305
US37019020306,37019,NC,13.26404,2167,2010,87,21,0,0,0,49,37019020306
US37019020307,37019,NC,21.77744,230,230,0,0,0,0,0,0,37019020307
US37019020308,37019,NC,3.175418,1896,1878,0,0,0,0,0,18,37019020308
US37019020309,37019,NC,2.49122,2968,2953,0,0,0,0,15,0,37019020309
US37019020310,37019,NC,8.291744,2568,2513,0,11,27,0,2,15,37019020310
US37019020402,37019,NC,7.726697,3393,3310,21,11,0,0,0,51,37019020402
US37019020403,37019,NC,13.64974,5336,4485,479,31,57,0,234,50,37019020403
US37019020404,37019,NC,14.29162,2800,2216,473,60,0,0,33,18,37019020404
US37019020405,37019,NC,12.15028,3312,3171,107,6,0,3,0,25,37019020405
US37019020504,37019,NC,4.651756,2045,1856,181,0,0,0,8,0,37019020504
US37019020505,37019,NC,71.82713,4496,3385,866,0,70,0,4,171,37019020505
US37019020506,37019,NC,14.68824,5352,4496,635,23,0,0,28,170,37019020506
US37019020507,37019,NC,8.984974,7639,6994,494,31,0,0,0,120,37019020507
US37019020508,37019,NC,14.26106,2992,2831,88,0,56,0,0,17,37019020508
US37019020509,37019,NC,13.0149,4861,4608,51,45,8,0,5,144,37019020509
US37019020510,37019,NC,2.397966,2039,1834,9,0,20,0,94,82,37019020510
US37019020511,37019,NC,4.707592,2412,2381,0,0,0,0,11,20,37019020511
US37019020512,37019,NC,8.806713,932,910,0,8,6,0,8,0,37019020512
US37019020601,37019,NC,149.1332,4826,3049,1285,0,0,0,286,206,37019020601
US37019020602,37019,NC,182.7402,5378,4187,777,57,0,0,221,136,37019020602
US37019020603,37019,NC,30.71718,3329,2388,682,12,0,0,203,44,37019020603
US37019990100,37019,NC,156.1972,0,0,0,0,0,0,0,0,37019990100
US37021000100,37021,NC,0.3741832,1445,1050,257,12,22,0,54,50,37021000100
US37021000200,37021,NC,0.5343129,1402,871,367,0,34,0,0,130,37021000200
US37021000300,37021,NC,0.8331197,2396,1789,494,0,40,0,12,61,37021000300
US37021000400,37021,NC,1.01855,3899,3414,121,76,64,0,31,193,37021000400
US37021000500,37021,NC,2.197453,3559,3360,46,0,49,27,29,48,37021000500
US37021000600,37021,NC,0.6515725,1871,1765,93,0,0,0,0,13,37021000600
US37021000700,37021,NC,0.6507694,1605,941,600,16,27,0,5,16,37021000700
US37021000800,37021,NC,1.825935,3454,2844,505,0,0,0,49,56,37021000800
US37021000900,37021,NC,1.853226,2996,1469,1502,0,0,0,8,17,37021000900
US37021001000,37021,NC,1.465402,4811,4019,548,14,67,0,7,156,37021001000
US37021001100,37021,NC,1.454997,5573,4626,583,23,228,0,90,23,37021001100
US37021001200,37021,NC,2.878206,4903,4691,212,0,0,0,0,0,37021001200
US37021001300,37021,NC,2.105549,4551,3693,365,10,31,212,32,208,37021001300
US37021001400,37021,NC,4.709997,6950,5928,672,167,16,0,150,17,37021001400
US37021001500,37021,NC,1.586859,2711,2251,43,0,99,0,282,36,37021001500
US37021001600,37021,NC,7.267715,6514,6211,107,0,47,0,54,95,37021001600
US37021001700,37021,NC,6.796112,2728,2572,135,0,14,0,0,7,37021001700
US37021001801,37021,NC,3.293239,3391,2907,363,0,13,0,0,108,37021001801
US37021001802,37021,NC,3.716969,5062,4404,430,66,16,0,17,129,37021001802
US37021001900,37021,NC,3.216566,3885,3677,124,0,11,0,0,73,37021001900
US37021002000,37021,NC,2.986274,6446,4612,1634,0,45,0,14,141,37021002000
US37021002101,37021,NC,9.553809,1462,1395,0,0,20,0,0,47,37021002101
US37021002102,37021,NC,3.399081,5740,4629,928,75,17,0,0,91,37021002102
US37021002203,37021,NC,6.470028,4429,3521,696,0,77,0,0,135,37021002203
US37021002204,37021,NC,6.70732,9453,8525,393,0,457,0,0,78,37021002204
US37021002205,37021,NC,4.403966,7406,6215,587,21,389,0,16,178,37021002205
US37021002206,37021,NC,5.06013,4829,4230,0,0,440,0,18,141,37021002206
US37021002301,37021,NC,19.25991,6862,6346,184,0,183,0,1,148,37021002301
US37021002302,37021,NC,25.18847,9265,8543,183,0,256,0,144,139,37021002302
US37021002401,37021,NC,23.85237,3514,3200,11,0,1,0,113,189,37021002401
US37021002402,37021,NC,19.83597,4943,4450,209,28,61,0,26,169,37021002402
US37021002503,37021,NC,4.726577,4081,3975,0,22,0,0,64,20,37021002503
US37021002504,37021,NC,11.78768,4896,4728,0,42,0,0,49,77,37021002504
US37021002505,37021,NC,5.805241,5313,5064,59,0,67,0,106,17,37021002505
US37021002506,37021,NC,4.493331,3655,2875,508,41,0,0,24,207,37021002506
US37021002603,37021,NC,53.15205,3818,3560,75,0,2,15,15,151,37021002603
US37021002604,37021,NC,30.00849,5787,5629,7,27,0,0,91,33,37021002604
US37021002605,37021,NC,14.86013,6215,5747,61,4,96,59,57,191,37021002605
US37021002606,37021,NC,7.593144,4462,4302,50,0,7,0,0,103,37021002606
US37021002607,37021,NC,6.484992,4091,3865,15,7,60,0,67,77,37021002607
US37021002701,37021,NC,6.508147,3861,3567,53,128,30,7,4,72,37021002701
US37021002702,37021,NC,6.538173,4403,4170,144,0,25,0,39,25,37021002702
US37021002703,37021,NC,33.24339,6441,5841,59,0,21,16,239,265,37021002703
US37021002803,37021,NC,11.54381,4827,4226,62,0,0,0,358,181,37021002803
US37021002804,37021,NC,20.83616,4883,4776,33,0,0,0,39,35,37021002804
US37021002900,37021,NC,59.09157,3814,3782,0,8,7,0,0,17,37021002900
US37021003001,37021,NC,27.49861,9026,8052,738,57,27,0,64,88,37021003001
US37021003002,37021,NC,19.11923,6591,6228,272,85,0,0,2,4,37021003002
US37021003102,37021,NC,27.83793,5518,4964,404,29,15,0,50,56,37021003102
US37021003103,37021,NC,7.539832,1888,1782,20,0,48,18,0,20,37021003103
US37021003104,37021,NC,21.66518,6487,5850,295,49,68,0,21,204,37021003104
US37021003201,37021,NC,4.062128,1663,1625,1,5,12,0,1,19,37021003201
US37021003202,37021,NC,16.1154,4082,3842,124,8,40,0,0,68,37021003202
US37021003203,37021,NC,11.2199,5774,5161,552,0,0,0,0,61,37021003203
US37021003204,37021,NC,33.28814,5977,5240,177,38,0,0,404,118,37021003204
US37021003205,37021,NC,39.7824,1278,1238,0,11,0,0,0,29,37021003205
US37023020100,37023,NC,46.40622,4318,3617,572,18,0,0,78,33,37023020100
US37023020201,37023,NC,159.9755,6586,5061,1138,0,11,0,1,375,37023020201
US37023020202,37023,NC,15.86479,4222,3682,364,0,32,0,15,129,37023020202
US37023020301,37023,NC,19.92342,4962,3792,488,44,479,0,25,134,37023020301
US37023020302,37023,NC,28.98688,7403,6600,33,136,451,60,15,108,37023020302
US37023020500,37023,NC,2.175771,2818,1954,306,0,42,26,443,47,37023020500
US37023020600,37023,NC,4.117233,5573,3982,379,162,0,3,961,86,37023020600
US37023020801,37023,NC,11.78559,5457,5004,125,0,150,0,144,34,37023020801
US37023020802,37023,NC,5.777694,3553,2985,403,1,118,0,0,46,37023020802
US37023020900,37023,NC,13.14908,6901,6480,0,14,307,0,3,97,37023020900
US37023021000,37023,NC,16.21922,5070,4540,61,12,425,0,0,32,37023021000
US37023021100,37023,NC,11.52524,6000,5475,58,0,363,0,42,62,37023021100
US37023021201,37023,NC,28.72834,3724,3602,0,56,43,0,13,10,37023021201
US37023021202,37023,NC,19.15085,4928,4379,8,6,299,0,105,131,37023021202
US37023021203,37023,NC,37.08128,4377,3821,98,18,355,0,49,36,37023021203
US37023021301,37023,NC,16.06092,5654,4405,833,0,14,42,190,170,37023021301
US37023021302,37023,NC,69.80711,3425,3289,46,5,0,9,38,38,37023021302
US37023021400,37023,NC,7.501479,4997,3219,565,340,163,0,651,59,37023021400
US37025040500,37025,NC,19.52683,13448,8650,2981,0,27,77,1259,454,37025040500
US37025040600,37025,NC,40.4517,7091,6027,465,0,0,0,360,239,37025040600
US37025040701,37025,NC,1.367565,1671,1263,290,0,0,0,99,19,37025040701
US37025040702,37025,NC,3.509316,7143,4463,2291,0,75,0,179,135,37025040702
US37025040703,37025,NC,1.669409,2763,1206,1049,0,0,0,432,76,37025040703
US37025040800,37025,NC,1.484137,3760,2612,705,0,0,0,351,92,37025040800
US37025040900,37025,NC,1.177651,2003,1272,439,0,3,0,266,23,37025040900
US37025041000,37025,NC,3.255374,5842,3863,1410,0,0,35,404,130,37025041000
US37025041100,37025,NC,3.871143,6383,5305,887,0,3,0,164,24,37025041100
US37025041200,37025,NC,19.7689,8857,6098,1830,24,168,0,242,495,37025041200
US37025041301,37025,NC,15.37959,6861,5168,824,78,304,20,266,201,37025041301
US37025041302,37025,NC,8.023813,11284,7665,1766,47,1493,0,135,178,37025041302
US37025041303,37025,NC,7.984855,10349,6051,2046,0,1996,0,22,234,37025041303
US37025041501,37025,NC,10.68435,11311,7486,2041,87,1192,0,14,491,37025041501
US37025041502,37025,NC,14.32801,8018,6304,865,0,478,0,330,41,37025041502
US37025041503,37025,NC,8.280925,4333,2793,1091,0,234,0,43,172,37025041503
US37025041601,37025,NC,55.84262,8634,7493,503,0,221,0,140,277,37025041601
US37025041602,37025,NC,22.37471,3982,3594,117,9,110,0,0,152,37025041602
US37025041701,37025,NC,28.1951,4025,3893,60,0,41,0,31,0,37025041701
US37025041702,37025,NC,39.98613,3672,3413,183,0,36,0,0,40,37025041702
US37025041901,37025,NC,1.560936,2216,1049,699,0,0,0,468,0,37025041901
US37025041902,37025,NC,1.124,4239,1724,1631,17,0,0,717,150,37025041902
US37025042000,37025,NC,6.476816,5115,3506,718,0,57,10,592,232,37025042000
US37025042101,37025,NC,1.416307,3180,776,1473,0,35,0,889,7,37025042101
US37025042102,37025,NC,1.470413,3937,2739,961,0,92,0,42,103,37025042102
US37025042200,37025,NC,5.226019,7066,5965,742,7,0,68,208,76,37025042200
US37025042300,37025,NC,2.106319,4078,2495,1085,0,22,0,296,180,37025042300
US37025042401,37025,NC,4.33673,3544,2899,308,19,110,0,116,92,37025042401
US37025042402,37025,NC,2.046111,6715,3094,2305,379,48,0,659,230,37025042402
US37025042501,37025,NC,4.254776,4171,3451,525,0,63,0,63,69,37025042501
US37025042502,37025,NC,1.327228,2660,1826,776,0,0,0,0,58,37025042502
US37025042503,37025,NC,2.175381,4099,2944,524,0,319,0,235,77,37025042503
US37025042504,37025,NC,2.562803,1595,1307,105,0,30,0,84,69,37025042504
US37025042601,37025,NC,3.353096,5264,4641,293,0,186,0,28,116,37025042601
US37025042602,37025,NC,5.111046,4177,2978,912,0,53,0,173,61,37025042602
US37025042603,37025,NC,8.605357,8096,6054,1434,0,222,0,32,354,37025042603
US37025042604,37025,NC,3.645922,5033,3671,832,17,82,0,258,173,37025042604
US37027030100,37027,NC,3.154485,5448,3152,1396,22,0,0,862,16,37027030100
US37027030200,37027,NC,17.72853,4712,4071,410,0,0,0,183,48,37027030200
US37027030300,37027,NC,9.075247,4170,3187,533,17,0,0,356,77,37027030300
US37027030400,37027,NC,4.851297,3947,3248,398,59,37,0,131,74,37027030400
US37027030500,37027,NC,7.508552,4940,4239,139,27,110,0,65,360,37027030500
US37027030600,37027,NC,6.038484,4711,4325,20,1,24,0,256,85,37027030600
US37027030700,37027,NC,9.952582,7027,6501,84,11,78,0,111,242,37027030700
US37027030800,37027,NC,19.42133,7646,7321,87,101,0,0,60,77,37027030800
US37027030900,37027,NC,96.998,4695,4517,58,0,8,0,74,38,37027030900
US37027031000,37027,NC,123.8082,3226,3151,20,0,0,26,0,29,37027031000
US37027031100,37027,NC,53.91819,4252,3885,224,0,0,0,13,130,37027031100
US37027031201,37027,NC,58.24228,4500,4232,185,34,0,0,49,0,37027031201
US37027031202,37027,NC,20.51406,4387,4269,0,0,0,10,25,83,37027031202
US37027031300,37027,NC,25.89293,8912,8336,117,0,105,0,75,279,37027031300
US37027031401,37027,NC,8.017764,3423,3316,0,27,16,0,0,64,37027031401
US37027031402,37027,NC,6.476318,3357,3021,33,0,37,0,258,8,37027031402
US37027031403,37027,NC,3.010475,2531,2031,75,0,0,0,394,31,37027031403
US37029950101,37029,NC,151.0396,5724,4727,809,12,80,0,28,68,37029950101
US37029950102,37029,NC,159.2173,4827,3991,651,0,109,13,0,63,37029950102
US37031970101,37031,NC,24.63049,959,950,3,3,0,3,0,0,37031970101
US37031970102,37031,NC,359.7589,2394,2280,84,0,11,0,0,19,37031970102
US37031970103,37031,NC,26.0573,2743,2722,0,0,0,0,7,14,37031970103
US37031970200,37031,NC,7.276875,1260,1240,20,0,0,0,0,0,37031970200
US37031970301,37031,NC,43.67276,4578,3723,716,0,0,0,0,139,37031970301
US37031970302,37031,NC,3.521329,1174,768,326,9,0,0,20,51,37031970302
US37031970303,37031,NC,3.441831,1037,856,156,9,16,0,0,0,37031970303
US37031970304,37031,NC,7.949073,2209,1829,124,18,0,0,97,141,37031970304
US37031970401,37031,NC,0.8329803,1591,1408,88,0,65,0,0,30,37031970401
US37031970402,37031,NC,1.524743,1315,960,323,0,12,0,0,20,37031970402
US37031970403,37031,NC,2.434494,1230,1179,14,0,0,5,5,27,37031970403
US37031970501,37031,NC,6.893407,3073,2629,325,0,42,0,16,61,37031970501
US37031970502,37031,NC,3.991959,2379,2257,80,19,0,0,0,23,37031970502
US37031970503,37031,NC,0.9060497,2307,1869,292,35,17,0,15,79,37031970503
US37031970504,37031,NC,6.435067,1858,1528,49,0,89,0,21,171,37031970504
US37031970601,37031,NC,1.869489,1458,1268,57,25,0,0,22,86,37031970601
US37031970602,37031,NC,2.400455,1157,1030,0,0,127,0,0,0,37031970602
US37031970603,37031,NC,4.492898,1371,1297,74,0,0,0,0,0,37031970603
US37031970604,37031,NC,3.04436,2167,2107,7,0,21,0,0,32,37031970604
US37031970605,37031,NC,1.341093,1408,1279,0,0,85,0,0,44,37031970605
US37031970701,37031,NC,7.760469,1105,1047,35,14,0,0,0,9,37031970701
US37031970702,37031,NC,15.53654,3011,2782,96,0,48,0,0,85,37031970702
US37031970703,37031,NC,5.228103,5363,4674,366,7,107,0,0,209,37031970703
US37031970704,37031,NC,60.4282,2330,2048,74,0,12,0,9,187,37031970704
US37031970801,37031,NC,13.85493,3106,2928,93,0,12,0,31,42,37031970801
US37031970802,37031,NC,5.82029,2130,1880,35,8,38,0,0,169,37031970802
US37031970803,37031,NC,3.125963,1584,1584,0,0,0,0,0,0,37031970803
US37031970804,37031,NC,15.87299,3532,3225,173,16,22,0,51,45,37031970804
US37031970805,37031,NC,53.94519,1847,1610,33,13,75,0,14,102,37031970805
US37031970901,37031,NC,4.350461,1196,1114,0,2,0,32,0,48,37031970901
US37031970902,37031,NC,3.164478,1379,1322,5,40,0,0,0,12,37031970902
US37031970903,37031,NC,12.88124,1128,1113,0,0,0,0,0,15,37031970903
US37031971001,37031,NC,5.878213,520,506,5,0,9,0,0,0,37031971001
US37031971002,37031,NC,9.36627,1343,1311,5,3,0,0,0,24,37031971002
US37031971101,37031,NC,4.051285,1268,1240,0,4,0,0,14,10,37031971101
US37031971102,37031,NC,4.210751,560,531,27,2,0,0,0,0,37031971102
US37031980100,37031,NC,94.6329,0,0,0,0,0,0,0,0,37031980100
US37031990100,37031,NC,289.1228,0,0,0,0,0,0,0,0,37031990100
US37031990200,37031,NC,208.7051,0,0,0,0,0,0,0,0,37031990200
US37033930100,37033,NC,54.62074,2407,1045,1140,0,9,0,69,144,37033930100
US37033930200,37033,NC,92.06248,5376,2665,2581,6,16,22,38,48,37033930200
US37033930300,37033,NC,45.45201,3922,2896,687,0,46,0,267,26,37033930300
US37033930400,37033,NC,48.15749,2229,1610,612,0,4,0,3,0,37033930400
US37033930500,37033,NC,61.38436,3538,2474,826,42,77,0,61,58,37033930500
US37033930600,37033,NC,127.0263,5212,3617,1579,0,0,0,0,16,37033930600
US37035010101,37035,NC,28.30535,5938,5165,510,0,239,0,9,15,37035010101
US37035010102,37035,NC,9.242696,4113,3175,349,36,519,0,20,14,37035010102
US37035010201,37035,NC,11.40514,5000,4177,57,13,595,0,0,158,37035010201
US37035010202,37035,NC,15.01976,8599,6461,432,78,999,0,381,248,37035010202
US37035010301,37035,NC,6.994061,4722,3981,71,0,123,0,482,65,37035010301
US37035010302,37035,NC,4.857797,5763,5044,421,0,298,0,0,0,37035010302
US37035010303,37035,NC,3.39957,4405,3611,164,0,38,0,528,64,37035010303
US37035010304,37035,NC,3.536053,4478,2967,382,0,228,0,761,140,37035010304
US37035010401,37035,NC,3.186185,7215,4995,831,0,586,0,566,237,37035010401
US37035010402,37035,NC,1.712922,5051,3363,898,0,134,0,348,308,37035010402
US37035010501,37035,NC,2.58042,3857,3446,280,10,121,0,0,0,37035010501
US37035010502,37035,NC,3.378341,3501,3260,20,0,192,0,0,29,37035010502
US37035010600,37035,NC,3.930679,6517,4871,784,0,0,0,734,128,37035010600
US37035010700,37035,NC,1.45035,2366,1490,256,8,104,0,384,124,37035010700
US37035010900,37035,NC,2.017128,3219,1299,1614,0,101,0,106,99,37035010900
US37035011000,37035,NC,6.509148,2140,1241,275,0,13,0,515,96,37035011000
US37035011101,37035,NC,11.44769,3885,2972,332,52,160,0,321,48,37035011101
US37035011102,37035,NC,12.04697,7671,5458,595,47,635,0,712,224,37035011102
US37035011200,37035,NC,5.035295,6363,4354,918,29,0,0,794,268,37035011200
US37035011300,37035,NC,10.55529,7036,3886,1294,0,569,0,980,307,37035011300
US37035011401,37035,NC,13.10754,3544,2449,298,46,293,0,262,196,37035011401
US37035011402,37035,NC,16.99723,3893,3621,123,0,74,0,75,0,37035011402
US37035011501,37035,NC,35.34457,4725,4531,174,2,12,0,0,6,37035011501
US37035011503,37035,NC,27.71869,3690,3543,45,0,0,0,31,71,37035011503
US37035011504,37035,NC,20.07028,6577,6458,95,0,0,0,12,12,37035011504
US37035011601,37035,NC,16.80294,4542,3252,203,31,56,0,573,427,37035011601
US37035011602,37035,NC,19.74191,5162,5063,26,0,56,0,17,0,37035011602
US37035011701,37035,NC,13.73382,4563,3809,532,21,65,0,110,26,37035011701
US37035011702,37035,NC,35.09536,7067,5654,508,61,376,0,376,92,37035011702
US37035011801,37035,NC,17.96459,5680,5083,344,0,134,0,109,10,37035011801
US37035011802,37035,NC,52.83575,6331,5962,65,36,135,0,0,133,37035011802
US37037020103,37037,NC,11.0363,4616,3542,493,0,121,0,306,154,37037020103
US37037020104,37037,NC,16.14074,5370,4959,133,63,81,0,8,126,37037020104
US37037020105,37037,NC,8.791693,5516,4717,131,0,293,21,133,221,37037020105
US37037020106,37037,NC,30.85695,4593,3886,531,0,85,27,0,64,37037020106
US37037020200,37037,NC,160.5514,8788,7306,855,0,8,0,123,496,37037020200
US37037020300,37037,NC,56.11113,2790,2053,383,0,0,0,94,260,37037020300
US37037020401,37037,NC,7.115813,6099,4212,960,0,104,0,649,174,37037020401
US37037020402,37037,NC,10.35585,4499,2519,1107,10,0,0,665,198,37037020402
US37037020500,37037,NC,82.44788,3626,3163,380,6,0,0,77,0,37037020500
US37037020600,37037,NC,118.0425,5187,4117,869,0,134,0,1,66,37037020600
US37037020701,37037,NC,30.02123,6970,6350,294,0,91,0,28,207,37037020701
US37037020702,37037,NC,101.7516,3996,3480,350,0,42,0,99,25,37037020702
US37037020800,37037,NC,75.76685,9288,7414,1555,0,109,0,39,171,37037020800
US37039930100,37039,NC,52.69225,4228,3951,120,90,26,0,13,28,37039930100
US37039930200,37039,NC,39.22089,2155,2031,0,27,0,0,9,88,37039930200
US37039930300,37039,NC,141.7086,2741,2481,2,116,1,0,81,60,37039930300
US37039930400,37039,NC,54.65569,5969,5579,108,107,38,0,6,131,37039930400
US37039930500,37039,NC,40.96553,5297,4893,91,14,128,0,47,124,37039930500
US37039930601,37039,NC,64.10296,3421,3169,27,64,10,12,114,25,37039930601
US37039930602,37039,NC,73.32,4158,3991,0,9,0,0,0,158,37039930602
US37041930101,37041,NC,18.48418,5230,2279,2829,29,46,0,17,30,37041930101
US37041930102,37041,NC,78.45087,2352,1507,591,17,0,0,226,11,37041930102
US37041930200,37041,NC,136.7132,6515,4829,1547,14,0,0,37,88,37041930200
